episode,step,path,chosen_path,state,active_keys,pool_keys,promoted_key,demoted_keys,chosen_GA,chosen_GD,xi_total,xi_1,xi_2,xi_3,EA_payoff_mean,EA_payoff_max,ED_payoff_mean,ED_payoff_max,AC_total,AC_T,AC_H,AC_K,AC_R,AC_D,DC_total,DC_ASSC,DC_NC,DC_AIC,llm_latency_s,s_P1,s_P2,g_P1,g_P2,BRpath_P1,BRpath_P2,piPath_P1,piPath_P2,pP1_GA1,pP1_GA2,pP1_GA3,pP2_GA1,pP2_GA2,pP2_GA3,BR_GA1,BR_GA2,BR_GA3,piA_GA1,piA_GA2,piA_GA3,p_GA1,p_GA2,p_GA3,q_GD1,q_GD2,q_GD3,q_GD4,q_GD5,q_GD6,q_GD7,q_GD8,qbar_GD1,qbar_GD2,qbar_GD3,qbar_GD4,qbar_GD5,qbar_GD6,qbar_GD7,qbar_GD8,best_def_key,episode_summary_latency_s
6,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,1.536,0.6,0.48,0.45599999999999996,-14.883933709650092,-11.263365385126825,-6.461050396621529,-5.7670931821709965,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.1266891956329346,0.49395260295671284,0.5060473970432873,-15.185369559682655,-15.663052772257199,0.5397230433998909,0.46027695660010914,0.5031066910453484,0.49689330895465156,0.43221695484604544,0.24905672044865212,0.3187263247053025,0.4323499995546609,0.2489922533364828,0.31865774710885636,0.7167934344273434,0.062257746098033195,0.22094881947462333,0.5176830300164657,0.19297190116494792,0.28934506881858646,0.4322842817745306,0.24902409703434392,0.31869162119112543,0.3336875,0.3415,0.3248125,0.0,0.0,0.0,0.0,0.0,0.33526562500000007,0.33862500000000006,0.32610937500000003,0.0,0.0,0.0,0.0,0.0,GD2,
6,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,4.2026666666666666,1.0666666666666667,1.3599999999999999,1.7759999999999996,-12.763042879098917,-9.032097823556139,-8.617040775407885,-8.118690417163421,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.423969030380249,0.49395260295671284,0.5060473970432873,-15.185369559682655,-15.663052772257199,0.5397230433998909,0.46027695660010914,0.5031066910453484,0.49689330895465156,0.43221695484604544,0.24905672044865212,0.3187263247053025,0.4323499995546609,0.2489922533364828,0.31865774710885636,0.7156736157203604,0.06173982746695352,0.2225865568126861,0.5173470844043707,0.192816525575624,0.2898363900200053,0.4322842817745306,0.24902409703434392,0.31869162119112543,0.33416601562500003,0.34853710937500004,0.31729687500000003,0.0,0.0,0.0,0.0,0.0,0.33562451171875,0.34390283203125005,0.32047265625000004,0.0,0.0,0.0,0.0,0.0,GD2,8.27966833114624
7,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA3,GD2,1.2938666666666667,0.5066666666666666,0.43200000000000005,0.35519999999999996,-14.99903077263513,-11.322885638977892,-6.339032696909324,-5.701895534011512,14.900000000000002,6,2,3,3,4,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,0.9607274532318115,0.49497108503582704,0.5050289149641729,-15.851970625869122,-14.205476100772712,0.366135550446316,0.633864449553684,0.46920397811792486,0.5307960218820751,0.4510888429997286,0.23473031191214833,0.31418084508812316,0.45124284809922593,0.23465826438376122,0.3140988875170129,0.7170152340689026,0.06232078466081801,0.22066398127027928,0.530974563890129,0.18295702046687826,0.28606841564299285,0.45116662002802665,0.2346939258270611,0.3141394541449123,0.33473759765625,0.3545976440429688,0.3106647583007813,0.0,0.0,0.0,0.0,0.0,0.3360531982421875,0.34844823303222655,0.3154985687255859,0.0,0.0,0.0,0.0,0.0,GD2,
7,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,1.8879999999999997,0.6,0.6399999999999999,0.6479999999999999,-14.432312997689085,-10.7403697052573,-6.745720354898938,-6.140553548911832,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,3.129650354385376,0.49497108503582704,0.5050289149641729,-15.851970625869122,-14.205476100772712,0.366135550446316,0.633864449553684,0.46920397811792486,0.5307960218820751,0.4510888429997286,0.23473031191214833,0.31418084508812316,0.45124284809922593,0.23465826438376122,0.3140988875170129,0.7175976059373438,0.062374303710612755,0.22002809035204351,0.5311492754506613,0.18297307618181666,0.28587764836752205,0.45116662002802665,0.2346939258270611,0.3141394541449123,0.3353763736724854,0.3598141380310059,0.3048094882965088,0.0,0.0,0.0,0.0,0.0,0.3353763736724854,0.3598141380310059,0.3048094882965088,0.0,0.0,0.0,0.0,0.0,GD2,7.506275177001953
8,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,0.8853333333333332,0.5333333333333333,0.27999999999999997,0.07199999999999998,-15.375246060713383,-11.687049732998801,-5.9371753722921135,-5.298407920213161,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.1988520622253418,0.49162428221918747,0.5083757177808125,-16.04914388587425,-14.584974996807809,0.3803515613390708,0.6196484386609292,0.4693697380431642,0.5306302619568358,0.4695002384179241,0.2212144298730881,0.30928533170898775,0.46968048641428867,0.22113298549800572,0.3091865280877055,0.7177310929619082,0.06252509281252899,0.21974381422556283,0.5440956683785746,0.1735506176923627,0.2823537139290628,0.4695918721224545,0.2211730255304464,0.3092351023470991,0.33537637367248535,0.3598141380310059,0.3048094882965088,0.0,0.0,0.0,0.0,0.0,0.33653228025436405,0.3523606035232545,0.3111071162223816,0.0,0.0,0.0,0.0,0.0,GD2,
8,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",GD5,[],GA3,GD2,0.2773333333333334,0.25333333333333335,0.024,0.0,-15.535587965438443,-11.858225037983406,-5.509130471774626,-4.841419458496018,14.900000000000002,6,2,3,3,4,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,1.3519299030303955,0.49162428221918747,0.5083757177808125,-16.04914388587425,-14.584974996807809,0.3803515613390708,0.6196484386609292,0.4693697380431642,0.5306302619568358,0.4695002384179241,0.2212144298730881,0.30928533170898775,0.46968048641428867,0.22113298549800572,0.3091865280877055,0.7188527326562041,0.06279379186292781,0.21835347548086811,0.5444321602868634,0.17363122740748235,0.2819366123056543,0.4695918721224545,0.2211730255304464,0.3092351023470991,0.33606105839967726,0.36430138704538356,0.29963755455493923,0.0,0.0,0.0,0.0,0.0,0.33704579379975796,0.3557260402840377,0.30722816591620444,0.0,0.0,0.0,0.0,0.0,GD2,8.937017440795898
9,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3"", ""GD5""]","[""GD4"", ""GD6"", ""GD7"", ""GD8""]",,[],GA2,GD3,0.72,0.39999999999999997,0.2,0.11999999999999998,-15.471715319162932,-11.79456484647164,-6.143451756200612,-5.178369998979495,18.6,5,4,5,4,5,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.2130122184753418,0.48867201162987206,0.5113279883701279,-15.892585880415929,-14.402291482293164,0.37830125362040146,0.6216987463795984,0.46659786002797793,0.5334021399720221,0.4874793484576554,0.20853316873715813,0.30398748280518645,0.487675440068524,0.20844756602730835,0.30387699390416767,0.7179377301319143,0.06258427031385908,0.21947799955422656,0.5567541270875411,0.16468857731327358,0.27855729559918535,0.48757961558657714,0.20848939767573163,0.3039309867376913,0.33343984991267767,0.3645136648333162,0.2921454951549963,0.0,0.009900990099009901,0.0,0.0,0.0,0.33343984991267767,0.3645136648333162,0.2921454951549963,0.0,0.009900990099009901,0.0,0.0,0.0,GD2,
9,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3"", ""GD5""]","[""GD4"", ""GD6"", ""GD7"", ""GD8""]",,[],GA3,GD2,0.9269333333333334,0.45333333333333337,0.29600000000000004,0.17759999999999998,-15.009833936773989,-11.315041812926356,-6.418864603490394,-5.475097367426275,14.900000000000002,6,2,3,3,4,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,1.5357701778411865,0.48867201162987206,0.5113279883701279,-15.892585880415929,-14.402291482293164,0.37830125362040146,0.6216987463795984,0.46659786002797793,0.5334021399720221,0.4874793484576554,0.20853316873715813,0.30398748280518645,0.487675440068524,0.20844756602730835,0.30387699390416767,0.7182669506725069,0.06259707484143613,0.219135974486057,0.5568528932497189,0.16469241867154666,0.27845468807873447,0.48757961558657714,0.20848939767573163,0.3039309867376913,0.33343984991267767,0.36451366483331615,0.2921454951549963,0.0,0.0099009900990099,0.0,0.0,0.0,0.33343984991267767,0.36451366483331615,0.2921454951549963,0.0,0.0099009900990099,0.0,0.0,0.0,GD2,6.289290904998779
10,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3"", ""GD5""]","[""GD4"", ""GD6"", ""GD7"", ""GD8""]",,[],GA3,GD2,3.5477333333333334,1.0133333333333332,1.1280000000000001,1.4063999999999999,-13.44360271698089,-9.71709539581902,-8.363485926302976,-7.477572657413944,14.900000000000002,6,2,3,3,4,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,1.1024250984191895,0.4856859723555799,0.5143140276444201,-15.018505236063005,-13.079986159561093,0.3438524547361664,0.6561475452638337,0.45731926883169727,0.5426807311683028,0.5049467684120771,0.19663631869260717,0.29841691289531586,0.5051588863731441,0.1965468047643541,0.29829430886250186,0.7140283591024477,0.06148119944862024,0.224490441448932,0.5678197281919353,0.15602712316963394,0.27615314863843093,0.5050558636549691,0.19659028042363702,0.2983538559213938,0.33343984991267767,0.36451366483331615,0.2921454951549963,0.0,0.0099009900990099,0.0,0.0,0.0,0.33343984991267767,0.36451366483331615,0.2921454951549963,0.0,0.0099009900990099,0.0,0.0,0.0,GD2,
10,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3"", ""GD5""]","[""GD4"", ""GD6"", ""GD7"", ""GD8""]",,"[""GD5""]",GA2,GD3,1.8106666666666664,0.8666666666666666,0.5599999999999999,0.38399999999999995,-14.513678513648932,-10.797443304991557,-6.988419773506088,-6.074463722668403,18.6,5,4,5,4,5,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.0410106182098389,0.4856859723555799,0.5143140276444201,-15.018505236063005,-13.079986159561093,0.3438524547361664,0.6561475452638337,0.45731926883169727,0.5426807311683028,0.5049467684120771,0.19663631869260717,0.29841691289531586,0.5051588863731441,0.1965468047643541,0.29829430886250186,0.7177006587433505,0.0624080887708321,0.2198912524858174,0.568921418084206,0.15630518996629747,0.27477339194949646,0.5050558636549691,0.19659028042363702,0.2983538559213938,0.33343984991267767,0.36451366483331615,0.2921454951549963,0.0,0.0099009900990099,0.0,0.0,0.0,0.33343984991267767,0.36451366483331615,0.2921454951549963,0.0,0.0099009900990099,0.0,0.0,0.0,GD2,13.652683973312378
11,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,0.6533333333333333,0.3333333333333333,0.2,0.11999999999999998,-15.527026995273218,-11.837917714807464,-5.774979792509428,-5.129967611385275,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.442967414855957,0.48180816592535436,0.5181918340746456,-15.783615144301379,-14.350680196796128,0.38280838231122527,0.6171916176887747,0.46200820920252855,0.5379917907974715,0.5217791290992366,0.18545612951411553,0.2927647413866478,0.5220277020242248,0.18535462584180956,0.2926176721339656,0.7180197776086232,0.06260794920318295,0.2193722731881939,0.5808253246995443,0.1485306228502216,0.2706440524502341,0.5219079375591376,0.18540353113999797,0.2926885313008645,0.3367742484118044,0.36815880148164926,0.29506695010654627,0.0,0.0,0.0,0.0,0.0,0.33758068630885335,0.35861910111123696,0.3038002125799097,0.0,0.0,0.0,0.0,0.0,GD2,
11,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA3,GD1,0.588,0.3,0.18,0.10799999999999998,-15.328420048130523,-11.651579245842136,-5.741265649056905,-5.082803542239917,14.900000000000002,6,2,3,3,4,6.350208125210601,1.6,4.750208125210601,0.0,1.728226900100708,0.48180816592535436,0.5181918340746456,-15.783615144301379,-14.350680196796128,0.38280838231122527,0.6171916176887747,0.46200820920252855,0.5379917907974715,0.5217791290992366,0.18545612951411553,0.2927647413866478,0.5220277020242248,0.18535462584180956,0.2926176721339656,0.7186182043533412,0.0627151731334219,0.21866662251323685,0.5810048527229598,0.1485627900292933,0.270432357247747,0.5219079375591376,0.18540353113999797,0.2926885313008645,0.33750181825612624,0.37147244912020116,0.2910257326236726,0.0,0.0,0.0,0.0,0.0,0.3381263636920947,0.36110433684015086,0.30076929946775444,0.0,0.0,0.0,0.0,0.0,GD2,16.785220623016357
12,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA3,GD1,1.6896666666666667,0.5666666666666667,0.5499999999999999,0.573,-14.767832909462019,-11.061034314229522,-6.586657904500981,-5.9914497949551055,14.900000000000002,6,2,3,3,4,6.350208125210601,1.6,4.750208125210601,0.0,0.9470033645629883,0.4789852727904825,0.5210147272095176,-13.43557137345782,-10.68736708309526,0.2857597236137938,0.7142402763862061,0.4403401629551448,0.5596598370448553,0.538174275567322,0.17506675642148248,0.2867589680111956,0.5384331331929086,0.17496455936956523,0.2866023074375261,0.7165811070486413,0.06219790755130248,0.22122098540005625,0.5918775253496285,0.1411345638240864,0.26698791082628515,0.5383091442025031,0.17501351025235617,0.2866773455451407,0.33823240394381976,0.3743168282738711,0.2874507677823091,0.0,0.0,0.0,0.0,0.0,0.3386743029578648,0.3632376212054033,0.29808807583673186,0.0,0.0,0.0,0.0,0.0,GD2,
12,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD2,1.4327466666666664,0.5466666666666665,0.48,0.40607999999999994,-14.620496624495754,-10.905686338970316,-6.535309228839338,-5.949120948758453,11.299999999999999,2,3,4,2,3,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,0.9565503597259521,0.4789852727904825,0.5210147272095176,-13.43557137345782,-10.68736708309526,0.2857597236137938,0.7142402763862061,0.4403401629551448,0.5596598370448553,0.538174275567322,0.17506675642148248,0.2867589680111956,0.5384331331929086,0.17496455936956523,0.2866023074375261,0.7178153042583577,0.062446886034244836,0.21973780970739748,0.5922477845125433,0.1412092573689691,0.2665429581184875,0.5383091442025031,0.17501351025235617,0.2866773455451407,0.3389569616535195,0.37675640681226724,0.28428663153421335,0.0,0.0,0.0,0.0,0.0,0.33921772124013966,0.36506730510920044,0.29571497365066,0.0,0.0,0.0,0.0,0.0,GD2,6.110197305679321
13,1,P1,P1,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,6.5120000000000005,1.4000000000000001,2.04,3.0719999999999996,-14.459571183106583,-10.740140115669055,-7.607579494216427,-7.050019595322357,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,5.222223281860352,0.473525467023771,0.526474532976229,-13.606926473893596,-11.01202234211761,0.29630242503163945,0.7036975749683606,0.43808085862534474,0.5619191413746554,0.553699292619554,0.16526433437474472,0.2810363730057013,0.5540285752150345,0.1651383885700502,0.2808330362149154,0.712392577327065,0.06182674254686799,0.22578068012606708,0.6013072780318073,0.1342330568263817,0.264459665141811,0.5538726515202268,0.16519802711603787,0.2809293213637354,0.33966839114690106,0.378846957844577,0.281484651008522,0.0,0.0,0.0,0.0,0.0,0.33966839114690106,0.378846957844577,0.281484651008522,0.0,0.0,0.0,0.0,0.0,GD2,
